reportdate,hospital,dphcategory,covidstatus,patientcount,hospitalreportingpct,data_loaded_at,data_as_of
2020/07/05,All SF Hospitals,ICU,PUI,1,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/01/12,All SF Hospitals,ICU,PUI,0,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/04/29,All SF Hospitals,Med/Surg,PUI,4,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2023/07/07,All SF Hospitals,ICU,COVID+,4,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2020/09/22,All SF Hospitals,ICU,PUI,5,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/10/25,All SF Hospitals,ICU,PUI,0,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/09/24,All SF Hospitals,Med/Surg,COVID+,39,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/12/12,All SF Hospitals,Med/Surg,COVID+,101,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/09/30,All SF Hospitals,Med/Surg,PUI,5,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2020/10/26,All SF Hospitals,ICU,COVID+,6,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2023/12/25,All SF Hospitals,ICU,COVID+,5,0.928571,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/09/10,All SF Hospitals,ICU,PUI,1,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2020/05/07,All SF Hospitals,Med/Surg,PUI,44,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2020/04/17,All SF Hospitals,ICU,PUI,8,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/08/17,All SF Hospitals,Med/Surg,COVID+,73,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/10/13,All SF Hospitals,Med/Surg,PUI,5,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/09/25,All SF Hospitals,ICU,COVID+,22,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/11/02,All SF Hospitals,ICU,COVID+,15,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/02/18,All SF Hospitals,ICU,COVID+,22,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/07/23,All SF Hospitals,ICU,PUI,0,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/08/11,All SF Hospitals,ICU,PUI,2,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/09/18,All SF Hospitals,ICU,PUI,1,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2020/11/04,All SF Hospitals,Med/Surg,PUI,2,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/08/21,All SF Hospitals,ICU,COVID+,9,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2023/11/09,All SF Hospitals,Med/Surg,COVID+,48,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2023/05/08,All SF Hospitals,ICU,PUI,0,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2020/04/14,All SF Hospitals,Med/Surg,COVID+,63,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/10/11,All SF Hospitals,Med/Surg,PUI,12,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/03/06,All SF Hospitals,ICU,COVID+,14,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/09/09,All SF Hospitals,ICU,COVID+,12,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2023/01/21,All SF Hospitals,ICU,PUI,0,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2023/03/19,All SF Hospitals,ICU,PUI,0,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2020/10/15,All SF Hospitals,Med/Surg,PUI,4,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/01/17,All SF Hospitals,Med/Surg,PUI,12,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/02/05,All SF Hospitals,Med/Surg,PUI,8,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/02/20,All SF Hospitals,ICU,COVID+,26,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/05/25,All SF Hospitals,ICU,COVID+,12,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/07/17,All SF Hospitals,Med/Surg,PUI,6,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/11/07,All SF Hospitals,ICU,PUI,1,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2023/02/27,All SF Hospitals,Med/Surg,COVID+,75,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2020/06/18,All SF Hospitals,Med/Surg,PUI,2,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/10/10,All SF Hospitals,ICU,COVID+,9,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2023/09/19,All SF Hospitals,ICU,COVID+,7,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2020/07/08,All SF Hospitals,ICU,PUI,2,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2020/08/07,All SF Hospitals,Med/Surg,PUI,9,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/03/27,All SF Hospitals,Med/Surg,PUI,6,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/09/27,All SF Hospitals,Med/Surg,PUI,5,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2020/08/27,All SF Hospitals,ICU,PUI,0,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/10/17,All SF Hospitals,ICU,PUI,4,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2020/04/07,All SF Hospitals,Med/Surg,COVID+,54,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2020/06/03,All SF Hospitals,Med/Surg,COVID+,27,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2020/03/31,All SF Hospitals,Med/Surg,PUI,35,0.583333,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2023/02/04,All SF Hospitals,ICU,COVID+,2,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2023/05/23,All SF Hospitals,ICU,COVID+,4,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2020/04/20,All SF Hospitals,ICU,PUI,5,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/12/24,All SF Hospitals,Med/Surg,COVID+,23,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/05/19,All SF Hospitals,ICU,COVID+,4,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/02/25,All SF Hospitals,ICU,PUI,1,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2023/05/01,All SF Hospitals,ICU,PUI,0,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2020/08/02,All SF Hospitals,Med/Surg,COVID+,60,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/11/25,All SF Hospitals,Med/Surg,COVID+,14,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/10/30,All SF Hospitals,Med/Surg,PUI,6,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/05/10,All SF Hospitals,ICU,COVID+,4,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/05/29,All SF Hospitals,ICU,COVID+,5,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2023/03/05,All SF Hospitals,ICU,COVID+,10,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/08/07,All SF Hospitals,ICU,PUI,1,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/10/06,All SF Hospitals,Med/Surg,COVID+,41,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/12/02,All SF Hospitals,Med/Surg,COVID+,19,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2023/09/20,All SF Hospitals,Med/Surg,COVID+,41,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/11/22,All SF Hospitals,ICU,COVID+,8,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2023/02/13,All SF Hospitals,ICU,COVID+,6,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/11/29,All SF Hospitals,ICU,PUI,0,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/02/12,All SF Hospitals,Med/Surg,COVID+,124,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2023/06/24,All SF Hospitals,Med/Surg,COVID+,32,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2023/07/13,All SF Hospitals,Med/Surg,COVID+,44,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2023/08/22,All SF Hospitals,Med/Surg,COVID+,43,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2023/08/02,All SF Hospitals,ICU,COVID+,6,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/01/06,All SF Hospitals,ICU,PUI,0,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2020/05/06,All SF Hospitals,Med/Surg,COVID+,48,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2020/08/22,All SF Hospitals,Med/Surg,COVID+,56,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2020/10/01,All SF Hospitals,Med/Surg,COVID+,40,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/11/13,All SF Hospitals,Med/Surg,COVID+,17,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/12/17,All SF Hospitals,Med/Surg,COVID+,109,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/08/22,All SF Hospitals,Med/Surg,PUI,5,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/11/03,All SF Hospitals,ICU,PUI,1,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/04/18,All SF Hospitals,Med/Surg,PUI,5,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/10/14,All SF Hospitals,Med/Surg,PUI,9,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2020/09/11,All SF Hospitals,ICU,COVID+,19,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/11/27,All SF Hospitals,ICU,COVID+,5,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2023/01/06,All SF Hospitals,ICU,COVID+,14,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/09/11,All SF Hospitals,ICU,PUI,2,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/11/04,All SF Hospitals,Med/Surg,COVID+,26,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2023/04/25,All SF Hospitals,Med/Surg,COVID+,46,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2020/04/22,All SF Hospitals,Med/Surg,PUI,22,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/11/17,All SF Hospitals,ICU,COVID+,8,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/03/26,All SF Hospitals,ICU,PUI,1,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/05/05,All SF Hospitals,ICU,PUI,0,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/08/26,All SF Hospitals,ICU,PUI,1,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2023/03/06,All SF Hospitals,Med/Surg,COVID+,74,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/08/06,All SF Hospitals,ICU,COVID+,38,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/05/15,All SF Hospitals,ICU,PUI,2,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2023/02/24,All SF Hospitals,Med/Surg,COVID+,80,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2023/06/12,All SF Hospitals,Med/Surg,COVID+,29,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2020/04/05,All SF Hospitals,Med/Surg,PUI,111,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2020/04/25,All SF Hospitals,ICU,COVID+,31,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2023/08/28,All SF Hospitals,ICU,COVID+,7,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/12/23,All SF Hospitals,ICU,PUI,4,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2023/03/28,All SF Hospitals,Med/Surg,COVID+,42,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2023/05/24,All SF Hospitals,Med/Surg,COVID+,34,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/03/24,All SF Hospitals,Med/Surg,PUI,7,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/07/10,All SF Hospitals,Med/Surg,PUI,4,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/05/24,All SF Hospitals,ICU,COVID+,5,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/04/26,All SF Hospitals,ICU,COVID+,4,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2023/03/22,All SF Hospitals,ICU,PUI,1,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/10/16,All SF Hospitals,Med/Surg,COVID+,31,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2020/11/13,All SF Hospitals,Med/Surg,PUI,1,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/02/27,All SF Hospitals,Med/Surg,PUI,8,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/05/08,All SF Hospitals,ICU,COVID+,9,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/10/10,All SF Hospitals,ICU,PUI,0,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/10/08,All SF Hospitals,ICU,PUI,2,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2020/09/17,All SF Hospitals,Med/Surg,PUI,8,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/02/14,All SF Hospitals,Med/Surg,PUI,8,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/11/08,All SF Hospitals,ICU,COVID+,3,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/03/17,All SF Hospitals,Med/Surg,PUI,3,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2020/04/13,All SF Hospitals,ICU,COVID+,28,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/07/19,All SF Hospitals,Med/Surg,COVID+,27,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2020/05/20,All SF Hospitals,Med/Surg,PUI,30,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/06/14,All SF Hospitals,Med/Surg,PUI,12,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/12/15,All SF Hospitals,Med/Surg,PUI,8,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/08/09,All SF Hospitals,ICU,COVID+,33,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2023/03/04,All SF Hospitals,ICU,COVID+,10,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2020/04/30,All SF Hospitals,ICU,PUI,1,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/12/30,All SF Hospitals,ICU,PUI,0,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2023/01/18,All SF Hospitals,Med/Surg,COVID+,64,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2020/07/28,All SF Hospitals,Med/Surg,PUI,13,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/07/26,All SF Hospitals,Med/Surg,PUI,9,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/12/01,All SF Hospitals,ICU,COVID+,7,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/07/06,All SF Hospitals,ICU,PUI,0,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/06/03,All SF Hospitals,ICU,COVID+,10,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/02/22,All SF Hospitals,ICU,PUI,0,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/08/20,All SF Hospitals,ICU,PUI,1,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/03/10,All SF Hospitals,Med/Surg,COVID+,41,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/10/28,All SF Hospitals,ICU,PUI,0,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/07/31,All SF Hospitals,Med/Surg,COVID+,73,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/05/28,All SF Hospitals,Med/Surg,COVID+,89,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/10/28,All SF Hospitals,Med/Surg,PUI,14,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2023/02/25,All SF Hospitals,Med/Surg,PUI,9,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2020/10/24,All SF Hospitals,ICU,PUI,1,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/01/15,All SF Hospitals,ICU,PUI,0,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2020/05/09,All SF Hospitals,Med/Surg,COVID+,47,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2020/12/14,All SF Hospitals,Med/Surg,COVID+,107,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/09/01,All SF Hospitals,Med/Surg,PUI,6,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2023/04/08,All SF Hospitals,Med/Surg,PUI,6,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/05/13,All SF Hospitals,Med/Surg,COVID+,7,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/08/15,All SF Hospitals,Med/Surg,COVID+,102,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/01/31,All SF Hospitals,Med/Surg,PUI,1,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/08/10,All SF Hospitals,Med/Surg,PUI,11,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/04/23,All SF Hospitals,ICU,COVID+,12,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/07/26,All SF Hospitals,ICU,COVID+,16,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/01/11,All SF Hospitals,ICU,PUI,5,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/07/21,All SF Hospitals,ICU,PUI,3,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/11/02,All SF Hospitals,Med/Surg,COVID+,47,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2023/12/05,All SF Hospitals,Med/Surg,COVID+,59,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/04/20,All SF Hospitals,Med/Surg,PUI,1,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/11/09,All SF Hospitals,Med/Surg,PUI,10,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2020/09/16,All SF Hospitals,ICU,COVID+,22,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2023/11/15,All SF Hospitals,ICU,COVID+,7,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2020/06/26,All SF Hospitals,ICU,PUI,3,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/05/03,All SF Hospitals,ICU,PUI,1,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/07/20,All SF Hospitals,Med/Surg,COVID+,117,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/05/17,All SF Hospitals,Med/Surg,PUI,9,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/11/18,All SF Hospitals,ICU,PUI,1,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/09/18,All SF Hospitals,Med/Surg,COVID+,44,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2023/11/03,All SF Hospitals,ICU,COVID+,9,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2023/12/30,All SF Hospitals,ICU,COVID+,2,0.714285,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/04/06,All SF Hospitals,ICU,PUI,2,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/06/02,All SF Hospitals,ICU,PUI,0,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2023/04/14,All SF Hospitals,ICU,COVID+,6,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/01/11,All SF Hospitals,Med/Surg,COVID+,175,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2023/06/15,All SF Hospitals,Med/Surg,COVID+,32,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2020/11/16,All SF Hospitals,Med/Surg,PUI,8,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2023/12/11,All SF Hospitals,ICU,COVID+,3,0.714285,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2023/02/27,All SF Hospitals,ICU,PUI,1,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2020/05/03,All SF Hospitals,Med/Surg,COVID+,60,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/03/31,All SF Hospitals,Med/Surg,COVID+,17,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2023/12/22,All SF Hospitals,Med/Surg,COVID+,60,0.928571,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/04/20,All SF Hospitals,ICU,COVID+,10,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/10/21,All SF Hospitals,ICU,COVID+,10,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2023/04/20,All SF Hospitals,ICU,PUI,0,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2020/12/05,All SF Hospitals,Med/Surg,PUI,1,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/11/27,All SF Hospitals,Med/Surg,PUI,4,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/03/16,All SF Hospitals,ICU,COVID+,6,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2023/04/13,All SF Hospitals,ICU,COVID+,7,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/05/25,All SF Hospitals,ICU,PUI,0,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2023/02/08,All SF Hospitals,ICU,PUI,1,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2023/02/02,All SF Hospitals,Med/Surg,COVID+,51,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2023/09/14,All SF Hospitals,ICU,COVID+,5,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2020/09/09,All SF Hospitals,Med/Surg,COVID+,46,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/06/23,All SF Hospitals,Med/Surg,COVID+,84,0.916666,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/11/08,All SF Hospitals,Med/Surg,PUI,0,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/05/01,All SF Hospitals,ICU,COVID+,5,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/12/19,All SF Hospitals,ICU,COVID+,16,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/10/15,All SF Hospitals,Med/Surg,COVID+,35,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/11/22,All SF Hospitals,Med/Surg,COVID+,11,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/01/12,All SF Hospitals,Med/Surg,COVID+,181,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2023/07/22,All SF Hospitals,Med/Surg,COVID+,48,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2023/12/18,All SF Hospitals,Med/Surg,COVID+,53,0.928571,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/08/12,All SF Hospitals,Med/Surg,PUI,7,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2023/01/12,All SF Hospitals,Med/Surg,PUI,9,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/06/13,All SF Hospitals,ICU,PUI,1,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/07/12,All SF Hospitals,Med/Surg,COVID+,104,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/09/10,All SF Hospitals,Med/Surg,COVID+,58,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/09/23,All SF Hospitals,Med/Surg,PUI,10,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2020/10/12,All SF Hospitals,ICU,COVID+,9,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2023/03/08,All SF Hospitals,ICU,COVID+,10,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2023/05/04,All SF Hospitals,ICU,COVID+,6,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2020/08/09,All SF Hospitals,ICU,PUI,4,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/07/28,All SF Hospitals,Med/Surg,COVID+,63,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/09/04,All SF Hospitals,Med/Surg,COVID+,64,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2023/09/30,All SF Hospitals,Med/Surg,COVID+,41,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/01/18,All SF Hospitals,Med/Surg,PUI,7,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2023/10/20,All SF Hospitals,ICU,COVID+,11,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/02/07,All SF Hospitals,ICU,PUI,1,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/09/29,All SF Hospitals,Med/Surg,COVID+,39,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
